Division,match_date,home_team,away_team,home_win_odds,draw_odds,away_win_odds,p_home_implied,p_draw_implied,p_away_implied,pnorm_home_win,pnorm_draw,pnorm_away_win
E0,2024-09-15,Wolves,Newcastle,3.36,3.69,2.11,0.2976190476190476,0.2710027100271003,0.47393364928909953,0.2854707247588354,0.25994082254463063,0.4545884526965341
E0,2024-09-21,West Ham,Chelsea,3.49,3.89,2.01,0.28653295128939826,0.2570694087403599,0.49751243781094534,0.27521744180725727,0.24691744779108687,0.47786511040165575
E0,2024-09-21,Aston Villa,Wolves,1.59,4.39,5.35,0.6289308176100629,0.22779043280182235,0.1869158878504673,0.6026336113883678,0.21826593214293963,0.17910045646869252
E0,2024-09-21,Fulham,Newcastle,2.86,3.51,2.45,0.3496503496503497,0.2849002849002849,0.4081632653061224,0.3353272165052973,0.2732295838191311,0.39144319967557145
E0,2024-09-21,Leicester,Everton,2.52,3.44,2.82,0.3968253968253968,0.29069767441860467,0.3546099290780142,0.38078191238813,0.2789448893075836,0.3402731983042864
E0,2024-09-21,Liverpool,Bournemouth,1.29,6.31,9.35,0.7751937984496123,0.1584786053882726,0.10695187165775401,0.7449314961256264,0.1522918589543674,0.10277664492000621
E0,2024-09-21,Southampton,Ipswich,2.25,3.52,3.17,0.4444444444444444,0.2840909090909091,0.31545741324921134,0.4257160189081641,0.27211961435891174,0.302164366732924
E0,2024-09-21,Tottenham,Brentford,1.55,4.72,5.41,0.6451612903225806,0.21186440677966104,0.18484288354898337,0.6192348078289486,0.20335041358789627,0.17741477858315532
E0,2024-09-21,Crystal Palace,Man United,2.85,3.72,2.36,0.3508771929824561,0.26881720430107525,0.42372881355932207,0.33627505056076484,0.2576300790586505,0.4060948703805847
E0,2024-09-22,Brighton,Nottingham Forest,1.86,3.83,4.21,0.5376344086021505,0.2610966057441253,0.23752969121140144,0.5188215723308891,0.2519603458317111,0.22921808183739995
E0,2024-09-22,Man City,Arsenal,1.83,3.62,4.52,0.5464480874316939,0.27624309392265195,0.22123893805309736,0.5234527458043546,0.26461837702264346,0.21192887717300204
E0,2024-09-28,Newcastle,Man City,5.09,4.47,1.61,0.19646365422396858,0.2237136465324385,0.6211180124223602,0.18867236963184156,0.21484169159419989,0.5964859387739586
E0,2024-09-28,Arsenal,Leicester,1.18,7.82,15.12,0.8474576271186441,0.1278772378516624,0.06613756613756615,0.8137110515898687,0.12278504359028708,0.06350390481984425
E0,2024-09-28,Brentford,West Ham,2.23,3.62,3.16,0.4484304932735426,0.27624309392265195,0.3164556962025316,0.43071547446025016,0.26533025084153533,0.30395427469821445
E0,2024-09-28,Chelsea,Brighton,1.74,4.23,4.35,0.5747126436781609,0.23640661938534277,0.2298850574712644,0.5520751761942051,0.22709475332811274,0.22083007047768208
E0,2024-09-28,Everton,Crystal Palace,2.73,3.39,2.63,0.3663003663003663,0.2949852507374631,0.3802281368821293,0.3516999798818949,0.28322741742701274,0.3650726026910925
E0,2024-09-28,Nottingham Forest,Fulham,2.4,3.34,3.07,0.4166666666666667,0.29940119760479045,0.32573289902280134,0.39994851352300126,0.28738815342970153,0.31266333304729743
E0,2024-09-28,Wolves,Liverpool,8.05,5.55,1.35,0.12422360248447203,0.1801801801801802,0.7407407407407407,0.1188578227245687,0.1723973825104105,0.7087447947650208
E0,2024-09-29,Ipswich,Aston Villa,4.15,3.77,1.87,0.24096385542168672,0.26525198938992045,0.53475935828877,0.23147895810007255,0.2548110546724937,0.5137099872274337
E0,2024-09-29,Man United,Tottenham,2.36,3.89,2.77,0.42372881355932207,0.2570694087403599,0.36101083032490977,0.40672406569307246,0.24675290360813648,0.346523030698791
E0,2024-09-30,Bournemouth,Southampton,1.65,4.29,4.91,0.6060606060606061,0.2331002331002331,0.20366598778004072,0.581170900482564,0.22352726941637077,0.19530183010106528
E0,2024-10-05,Crystal Palace,Liverpool,6.36,4.65,1.49,0.15723270440251572,0.2150537634408602,0.6711409395973155,0.15068868546224465,0.20610323430965072,0.6432080802281047
E0,2024-10-05,Arsenal,Southampton,1.14,9.2,18.63,0.8771929824561404,0.10869565217391305,0.05367686527106817,0.8438073238671105,0.10455873360962022,0.05163394252326924
E0,2024-10-05,Brentford,Wolves,2.09,3.64,3.47,0.47846889952153115,0.2747252747252747,0.2881844380403458,0.45945719825250003,0.2638092154801442,0.2767335862673559
E0,2024-10-05,Leicester,Bournemouth,3.24,3.66,2.17,0.30864197530864196,0.27322404371584696,0.4608294930875576,0.2960039356872918,0.26203627093629106,0.4419597933764172
E0,2024-10-05,Man City,Fulham,1.24,6.85,11.11,0.8064516129032259,0.14598540145985403,0.09000900090009001,0.7736147494406546,0.14004121011772433,0.08634404044162121
E0,2024-10-05,West Ham,Ipswich,1.8,3.96,4.25,0.5555555555555556,0.25252525252525254,0.23529411764705882,0.5324601366742596,0.2420273348519362,0.22551252847380407
E0,2024-10-05,Everton,Newcastle,3.15,3.62,2.23,0.31746031746031744,0.27624309392265195,0.4484304932735426,0.3046252655650356,0.265074471417089,0.43030026301787544
E0,2024-10-06,Aston Villa,Man United,2.21,3.82,3.06,0.45248868778280543,0.2617801047120419,0.32679738562091504,0.43463969658659923,0.2514538558786346,0.3139064475347661
E0,2024-10-06,Chelsea,Nottingham Forest,1.48,4.73,6.32,0.6756756756756757,0.2114164904862579,0.1582278481012658,0.6463816500748147,0.20225049516082996,0.15136785476435535
E0,2024-10-06,Brighton,Tottenham,2.9,4.01,2.23,0.3448275862068966,0.24937655860349128,0.4484304932735426,0.33072715370419,0.23917923833968852,0.4300936079561215
E0,2024-10-19,Tottenham,West Ham,1.5,4.91,5.73,0.6666666666666666,0.20366598778004072,0.17452006980802792,0.6380484552425143,0.19492315333274365,0.16702839142474196
E0,2024-10-19,Fulham,Aston Villa,2.44,3.5,2.89,0.4098360655737705,0.2857142857142857,0.3460207612456747,0.3934787175277944,0.2743108773622338,0.3322104051099717
E0,2024-10-19,Ipswich,Everton,2.4,3.42,3.01,0.4166666666666667,0.29239766081871343,0.33222591362126247,0.40014459966882016,0.2808032278377685,0.31905217249341145
E0,2024-10-19,Man United,Brentford,1.71,4.28,4.48,0.5847953216374269,0.2336448598130841,0.2232142857142857,0.5614100837383615,0.22430169233471922,0.21428822392691924
E0,2024-10-19,Newcastle,Brighton,2.01,3.88,3.51,0.49751243781094534,0.2577319587628866,0.2849002849002849,0.47831080297969636,0.2477847201003066,0.27390447691999703
E0,2024-10-19,Southampton,Leicester,2.33,3.54,3.03,0.4291845493562232,0.2824858757062147,0.33003300330033003,0.4120026273032115,0.2711768705131307,0.3168205021836577
E0,2024-10-19,Bournemouth,Arsenal,4.94,4.09,1.68,0.20242914979757085,0.24449877750611249,0.5952380952380952,0.19423886925795053,0.23460636042402827,0.5711547703180212
E0,2024-10-20,Wolves,Man City,8.88,5.85,1.31,0.1126126126126126,0.17094017094017094,0.7633587786259541,0.10756650005684665,0.16328043085552107,0.7291530690876322
E0,2024-10-20,Liverpool,Chelsea,1.63,4.39,4.89,0.6134969325153374,0.22779043280182235,0.20449897750511248,0.5866369710467706,0.21781737193763923,0.1955456570155902
E0,2024-10-21,Nottingham Forest,Crystal Palace,2.36,3.31,3.11,0.42372881355932207,0.3021148036253776,0.3215434083601286,0.40455801267817637,0.28844619635060303,0.3069957909712206
E0,2024-10-25,Leicester,Nottingham Forest,3.09,3.32,2.41,0.3236245954692557,0.30120481927710846,0.41493775933609955,0.311247174883008,0.2896848705989442,0.39906795451804755
E0,2024-10-26,Aston Villa,Bournemouth,1.86,3.97,3.97,0.5376344086021505,0.2518891687657431,0.2518891687657431,0.5162548764629389,0.24187256176853056,0.24187256176853056
E0,2024-10-26,Brentford,Ipswich,1.67,4.27,4.86,0.5988023952095809,0.234192037470726,0.20576131687242796,0.5764612089679522,0.22545438383524125,0.1980844071968066
E0,2024-10-26,Brighton,Wolves,1.64,4.32,4.94,0.6097560975609756,0.23148148148148145,0.20242914979757085,0.5842440701723647,0.22179635997284214,0.19395956985479315
E0,2024-10-26,Man City,Southampton,1.11,10.94,21.04,0.9009009009009008,0.09140767824497258,0.047528517110266164,0.8663865754977692,0.08790576771503875,0.04570765678719221
E0,2024-10-26,Everton,Fulham,2.76,3.37,2.6,0.3623188405797102,0.29673590504451036,0.3846153846153846,0.34715838853846404,0.28431962978224345,0.36852198167929245
E0,2024-10-27,Chelsea,Newcastle,1.76,4.26,4.15,0.5681818181818182,0.2347417840375587,0.24096385542168672,0.5442941324975525,0.22487269323842543,0.23083317426402222
E0,2024-10-27,Crystal Palace,Tottenham,3.97,3.97,1.85,0.2518891687657431,0.2518891687657431,0.5405405405405405,0.24119947848761408,0.24119947848761408,0.5176010430247717
E0,2024-10-27,West Ham,Man United,2.89,3.71,2.33,0.3460207612456747,0.2695417789757412,0.4291845493562232,0.3312005026839183,0.25799715707723014,0.4108023402388515
E0,2024-10-27,Arsenal,Liverpool,2.49,3.37,2.89,0.4016064257028112,0.29673590504451036,0.3460207612456747,0.3845467431603801,0.2841309764003996,0.3313222804392203
E0,2024-11-02,Newcastle,Arsenal,3.77,3.69,1.98,0.26525198938992045,0.2710027100271003,0.5050505050505051,0.25473030217452697,0.26025291035175246,0.48501678747372046
E0,2024-11-02,Bournemouth,Man City,5.32,4.44,1.59,0.18796992481203006,0.2252252252252252,0.6289308176100629,0.18037159676232523,0.21612092224675003,0.6035074809909247
E0,2024-11-02,Ipswich,Leicester,2.27,3.61,3.09,0.44052863436123346,0.2770083102493075,0.3236245954692557,0.42311266542506987,0.2660569946024678,0.31083033997246234
E0,2024-11-02,Liverpool,Brighton,1.39,5.4,7.12,0.7194244604316548,0.18518518518518517,0.1404494382022472,0.6884055376109205,0.17720068468132952,0.13439377770774993
E0,2024-11-02,Nottingham Forest,West Ham,2.15,3.52,3.43,0.46511627906976744,0.2840909090909091,0.29154518950437314,0.44690388323999386,0.2729668605017008,0.28012925625830515
E0,2024-11-02,Southampton,Everton,2.65,3.48,2.66,0.37735849056603776,0.28735632183908044,0.37593984962406013,0.36261644168318463,0.27613033633920664,0.36125322197760873
E0,2024-11-02,Wolves,Crystal Palace,2.53,3.4,2.85,0.3952569169960475,0.29411764705882354,0.3508771929824561,0.3799627487501226,0.2827369865699441,0.33730026467993335
E0,2024-11-03,Tottenham,Aston Villa,1.93,4.07,3.55,0.5181347150259068,0.24570024570024568,0.28169014084507044,0.49557367321669277,0.23500176641479528,0.2694245603685118
E0,2024-11-03,Man United,Chelsea,2.58,3.78,2.56,0.38759689922480617,0.2645502645502646,0.390625,0.37169854805254665,0.2536990089882462,0.37460244295920725
E0,2024-11-04,Fulham,Brentford,2.03,3.73,3.52,0.4926108374384237,0.2680965147453083,0.2840909090909091,0.47148895217096215,0.2566012259804432,0.27190982184859463
E0,2024-11-09,Brentford,Bournemouth,2.53,3.59,2.72,0.3952569169960475,0.2785515320334262,0.3676470588235294,0.37952357447403917,0.26746368897474065,0.3530127365512202
E0,2024-11-09,Crystal Palace,Fulham,2.7,3.48,2.61,0.37037037037037035,0.28735632183908044,0.3831417624521073,0.3558282208588957,0.27607361963190186,0.3680981595092025
E0,2024-11-09,West Ham,Everton,2.18,3.47,3.38,0.4587155963302752,0.2881844380403458,0.2958579881656805,0.4399060821556095,0.2763675098268671,0.28372640801752336
E0,2024-11-09,Wolves,Southampton,1.96,3.84,3.67,0.5102040816326531,0.2604166666666667,0.2724795640326976,0.4891227388207855,0.24965639793977595,0.2612208632394386
E0,2024-11-09,Brighton,Man City,4.34,4.17,1.75,0.2304147465437788,0.23980815347721823,0.5714285714285714,0.22120138343694967,0.23021918563941524,0.5485794309236351
E0,2024-11-09,Liverpool,Aston Villa,1.42,5.26,6.7,0.7042253521126761,0.19011406844106465,0.14925373134328357,0.6748083300781998,0.18217259100970415,0.14301907891209606
E0,2024-11-10,Man United,Leicester,1.39,5.35,7.46,0.7194244604316548,0.1869158878504673,0.13404825737265416,0.6914959050122235,0.17965968373214777,0.12884441125562876
E0,2024-11-10,Nottingham Forest,Newcastle,2.69,3.31,2.72,0.3717472118959108,0.3021148036253776,0.3676470588235294,0.3569313230705799,0.29007409639270687,0.3529945805367132
E0,2024-11-10,Tottenham,Ipswich,1.26,6.76,9.98,0.7936507936507936,0.14792899408284024,0.1002004008016032,0.7618217378146555,0.1419963594151577,0.09618190277018696
E0,2024-11-10,Chelsea,Arsenal,2.75,3.49,2.53,0.36363636363636365,0.28653295128939826,0.3952569169960475,0.34783550721497597,0.2740824197252676,0.37808207305975655
E0,2024-11-23,Leicester,Chelsea,6.75,4.81,1.46,0.14814814814814814,0.2079002079002079,0.684931506849315,0.14231605569752617,0.19971587857760953,0.6579680657248642
E0,2024-11-23,Arsenal,Nottingham Forest,1.37,4.97,8.9,0.7299270072992701,0.2012072434607646,0.11235955056179775,0.6995029643440568,0.19282073665017263,0.10767629900577054
E0,2024-11-23,Aston Villa,Crystal Palace,1.63,4.11,5.45,0.6134969325153374,0.24330900243309,0.18348623853211007,0.5897352187729548,0.23388525708027158,0.17637952414677363
E0,2024-11-23,Bournemouth,Brighton,2.41,3.62,2.86,0.41493775933609955,0.27624309392265195,0.3496503496503497,0.3986599922988062,0.26540623796688484,0.3359337697343088
E0,2024-11-23,Everton,Brentford,2.46,3.41,2.94,0.4065040650406504,0.29325513196480935,0.3401360544217687,0.39090866554370207,0.28200449185850646,0.3270868425977915
E0,2024-11-23,Fulham,Wolves,1.65,4.09,5.23,0.6060606060606061,0.24449877750611249,0.19120458891013384,0.5817638371767291,0.2346969025285093,0.18353926029476159
E0,2024-11-23,Man City,Tottenham,1.49,5.01,5.92,0.6711409395973155,0.1996007984031936,0.16891891891891891,0.6455384601990646,0.19198648816299524,0.1624750516379402
E0,2024-11-24,Southampton,Liverpool,10.4,5.96,1.28,0.09615384615384615,0.16778523489932887,0.78125,0.09199660415219572,0.16053098711121402,0.7474724087365903
E0,2024-11-24,Ipswich,Man United,5.06,4.22,1.63,0.19762845849802374,0.23696682464454977,0.6134969325153374,0.1885601815809384,0.22609348786719152,0.5853463305518701
E0,2024-11-25,Newcastle,West Ham,1.5,4.57,6.21,0.6666666666666666,0.2188183807439825,0.1610305958132045,0.6370345928255409,0.2090923171199806,0.1538730900544785
E0,2024-11-29,Brighton,Southampton,1.39,5.29,7.57,0.7194244604316548,0.1890359168241966,0.1321003963011889,0.6913814922816885,0.18166734863356276,0.1269511590847486
E0,2024-11-30,Brentford,Leicester,1.66,4.24,4.87,0.6024096385542169,0.23584905660377356,0.2053388090349076,0.5772432725585245,0.22599618689791284,0.19676054054356273
E0,2024-11-30,Crystal Palace,Newcastle,3.04,3.56,2.3,0.32894736842105265,0.2808988764044944,0.4347826086956522,0.31489400978371224,0.2688982555456419,0.41620773467064576
E0,2024-11-30,Nottingham Forest,Ipswich,1.75,3.82,4.79,0.5714285714285714,0.2617801047120419,0.20876826722338204,0.5484080766544883,0.25123406653019753,0.2003578568153141
E0,2024-11-30,Wolves,Bournemouth,2.81,3.61,2.44,0.35587188612099646,0.2770083102493075,0.4098360655737705,0.34129311981525756,0.2656602954794664,0.3930465847052761
E0,2024-11-30,West Ham,Arsenal,7.09,4.68,1.46,0.14104372355430184,0.2136752136752137,0.684931506849315,0.13566456337088556,0.20552601587597838,0.6588094207531361
E0,2024-12-01,Chelsea,Aston Villa,1.71,4.21,4.51,0.5847953216374269,0.23752969121140144,0.22172949002217296,0.56011953401793,0.2275069841260476,0.21237348185602228
E0,2024-12-01,Man United,Everton,1.54,4.33,6.08,0.6493506493506493,0.23094688221709006,0.16447368421052633,0.6215242529120965,0.22105019618582644,0.15742555090207708
E0,2024-12-01,Tottenham,Fulham,1.72,4.35,4.24,0.5813953488372093,0.2298850574712644,0.23584905660377356,0.555227762592267,0.2195383337146435,0.2252339036930894
E0,2024-12-01,Liverpool,Man City,2.09,3.7,3.37,0.47846889952153115,0.27027027027027023,0.29673590504451036,0.4576569169728357,0.25851431256033147,0.2838287704668328
E0,2024-12-03,Ipswich,Crystal Palace,3.09,3.37,2.38,0.3236245954692557,0.29673590504451036,0.42016806722689076,0.31101942368766994,0.2851780472388427,0.4038025290734874
E0,2024-12-03,Leicester,West Ham,2.9,3.44,2.47,0.3448275862068966,0.29069767441860467,0.4048582995951417,0.33144274803204893,0.2794139445619017,0.3891433074060493
E0,2024-12-04,Everton,Wolves,2.14,3.46,3.51,0.4672897196261682,0.28901734104046245,0.2849002849002849,0.4487960266662725,0.2775790453947466,0.27362492793898097
E0,2024-12-04,Man City,Nottingham Forest,1.37,5.21,8.25,0.7299270072992701,0.19193857965451055,0.12121212121212122,0.6997820024193011,0.1840117741486454,0.11620622343205364
E0,2024-12-04,Newcastle,Liverpool,4.27,4.04,1.78,0.234192037470726,0.24752475247524752,0.5617977528089888,0.2244262325778807,0.2372029735414729,0.5383707938806463
E0,2024-12-04,Southampton,Chelsea,8.39,5.64,1.34,0.11918951132300357,0.1773049645390071,0.7462686567164178,0.11430161615733864,0.170033787156041,0.7156645966866203
E0,2024-12-04,Arsenal,Man United,1.46,4.73,6.92,0.684931506849315,0.2114164904862579,0.14450867052023122,0.6580459423489061,0.20311777501678707,0.1388362826343068
E0,2024-12-04,Aston Villa,Brentford,1.8,4.01,4.24,0.5555555555555556,0.24937655860349128,0.23584905660377356,0.5337870929663071,0.23960517888761912,0.22660772814607372
E0,2024-12-05,Fulham,Brighton,2.33,3.65,2.92,0.4291845493562232,0.273972602739726,0.3424657534246575,0.410458251335395,0.2620185549620466,0.3275231937025583
E0,2024-12-05,Bournemouth,Tottenham,2.65,3.92,2.42,0.37735849056603776,0.25510204081632654,0.4132231404958678,0.3608725092629929,0.2439571810068702,0.3951703097301369
E0,2024-12-07,Aston Villa,Southampton,1.37,5.41,7.78,0.7299270072992701,0.18484288354898337,0.12853470437017994,0.6996298210940474,0.1771705831605998,0.1231995957453528
E0,2024-12-07,Brentford,Newcastle,2.86,3.74,2.36,0.3496503496503497,0.267379679144385,0.42372881355932207,0.3359571261095294,0.25690839055434594,0.4071344833361246
E0,2024-12-07,Crystal Palace,Man City,5.39,4.33,1.6,0.1855287569573284,0.23094688221709006,0.625,0.17814027518147013,0.2217496728009524,0.6001100520175775
E0,2024-12-07,Man United,Nottingham Forest,1.67,4.05,5.12,0.5988023952095809,0.2469135802469136,0.1953125,0.5752027051392653,0.2371823500203884,0.1876149448403463
E0,2024-12-08,Fulham,Arsenal,5.4,4.24,1.61,0.18518518518518517,0.23584905660377356,0.6211180124223602,0.17769494278485232,0.22630959694297229,0.5959954602721754
E0,2024-12-08,Ipswich,Bournemouth,3.57,3.73,2.02,0.2801120448179272,0.2680965147453083,0.49504950495049505,0.26849736833665333,0.2569800549495583,0.47452257671378834
E0,2024-12-08,Leicester,Brighton,4.48,4.02,1.75,0.2232142857142857,0.24875621890547267,0.5714285714285714,0.21392992464557875,0.23840946826173956,0.5476606070926816
E0,2024-12-08,Tottenham,Chelsea,3.21,4.04,2.07,0.3115264797507788,0.24752475247524752,0.48309178743961356,0.2989287207918243,0.23751514696578122,0.4635561322423943
E0,2024-12-09,West Ham,Wolves,1.91,3.85,3.81,0.5235602094240838,0.2597402597402597,0.26246719160104987,0.5006467775460679,0.24837281691246485,0.2509804055414671
E0,2024-12-14,Arsenal,Everton,1.23,6.33,13.36,0.8130081300813008,0.1579778830963665,0.07485029940119761,0.7773760772147534,0.1510541192692175,0.07156980351602896
E0,2024-12-14,Liverpool,Fulham,1.32,5.75,8.89,0.7575757575757576,0.17391304347826086,0.11248593925759279,0.7256648349074348,0.16658740557875026,0.10774775951381484
E0,2024-12-14,Newcastle,Leicester,1.31,5.83,9.08,0.7633587786259541,0.17152658662092624,0.11013215859030837,0.7304746200073134,0.16413752181982516,0.10538785817286131
E0,2024-12-14,Wolves,Ipswich,1.9,3.83,3.85,0.5263157894736842,0.2610966057441253,0.2597402597402597,0.5026161056668087,0.24933958244567533,0.24804431188751597
E0,2024-12-14,Nottingham Forest,Aston Villa,2.64,3.39,2.68,0.3787878787878788,0.2949852507374631,0.3731343283582089,0.361816009557945,0.281768219832736,0.35641577060931895
E0,2024-12-15,Brighton,Crystal Palace,1.89,3.82,3.9,0.5291005291005292,0.2617801047120419,0.25641025641025644,0.5052087572230813,0.24995930658419466,0.24483193619272403
E0,2024-12-15,Man City,Man United,1.58,4.59,5.04,0.6329113924050632,0.2178649237472767,0.1984126984126984,0.6032386763670499,0.20765078620042243,0.18911053743252756
E0,2024-12-15,Chelsea,Brentford,1.33,5.89,8.08,0.7518796992481203,0.16977928692699493,0.12376237623762376,0.7192121055502914,0.16240273351135615,0.11838516093835241
E0,2024-12-15,Southampton,Tottenham,4.29,4.47,1.69,0.2331002331002331,0.2237136465324385,0.591715976331361,0.22231148858028232,0.21335934810053944,0.5643291633191783
E0,2024-12-16,Bournemouth,West Ham,1.71,4.19,4.43,0.5847953216374269,0.2386634844868735,0.22573363431151244,0.5573766061395896,0.22747350751758907,0.2151498863428213
