Division,match_date,home_team,away_team,home_win_odds,draw_odds,away_win_odds,season,p_home_implied,p_draw_implied,p_away_implied,pnorm_home_win,pnorm_draw,pnorm_away_win
E0,2016-08-20,Swansea,Hull,1.8,3.6,5.25,2016/17,0.5555555555555556,0.2777777777777778,0.19047619047619047,0.5426356589147288,0.2713178294573644,0.18604651162790697
E0,2016-08-20,Tottenham,Crystal Palace,1.45,4.75,8.0,2016/17,0.6896551724137931,0.21052631578947367,0.125,0.6727152024784244,0.20535516707236112,0.12192963044921443
E0,2016-08-20,Watford,Chelsea,5.5,3.8,1.73,2016/17,0.18181818181818182,0.2631578947368421,0.5780346820809249,0.1777285138825056,0.2572386385141528,0.5650328476033415
E0,2016-08-20,West Brom,Everton,3.0,3.25,2.6,2016/17,0.3333333333333333,0.3076923076923077,0.3846153846153846,0.325,0.30000000000000004,0.375
E0,2016-08-21,Sunderland,Middlesbrough,2.55,3.2,3.1,2016/17,0.3921568627450981,0.3125,0.3225806451612903,0.3817587069463152,0.30421396959784486,0.3140273234558399
E0,2016-08-21,West Ham,Bournemouth,1.95,3.75,4.0,2016/17,0.5128205128205129,0.26666666666666666,0.25,0.49813200498132004,0.2590286425902864,0.2428393524283935
E0,2016-08-27,Chelsea,Burnley,1.25,5.5,15.0,2016/17,0.8,0.18181818181818182,0.06666666666666667,0.7630057803468208,0.17341040462427745,0.06358381502890173
E0,2016-08-27,Crystal Palace,Bournemouth,2.3,3.2,3.3,2016/17,0.4347826086956522,0.3125,0.30303030303030304,0.41395531164249316,0.2975303802430419,0.2885143081144649
E0,2016-08-27,Everton,Stoke,1.73,3.6,5.25,2016/17,0.5780346820809249,0.2777777777777778,0.19047619047619047,0.5524619634322796,0.2654886657605121,0.1820493708072083
E0,2016-08-27,Hull,Man United,8.0,4.1,1.44,2016/17,0.125,0.24390243902439027,0.6944444444444444,0.11755336094297547,0.22937241159604974,0.6530742274609749
E0,2016-08-27,Leicester,Swansea,1.73,3.6,5.25,2016/17,0.5780346820809249,0.2777777777777778,0.19047619047619047,0.5524619634322796,0.2654886657605121,0.1820493708072083
E0,2016-08-27,Southampton,Sunderland,1.57,3.6,6.5,2016/17,0.6369426751592356,0.2777777777777778,0.15384615384615385,0.5960720381078533,0.2599536388414805,0.14397432305066613
E0,2016-08-27,Tottenham,Liverpool,2.38,3.4,3.0,2016/17,0.42016806722689076,0.29411764705882354,0.3333333333333333,0.40106951871657753,0.2807486631016043,0.3181818181818181
E0,2016-08-27,Watford,Arsenal,5.0,3.75,1.73,2016/17,0.2,0.26666666666666666,0.5780346820809249,0.1914422722242715,0.2552563629656953,0.5533013648100332
E0,2016-08-28,Man City,West Ham,1.25,6.0,11.0,2016/17,0.8,0.16666666666666666,0.09090909090909091,0.7564469914040115,0.15759312320916904,0.08595988538681948
E0,2016-08-28,West Brom,Middlesbrough,2.6,3.1,2.9,2016/17,0.3846153846153846,0.3225806451612903,0.3448275862068966,0.36559577063847093,0.3066287108580724,0.3277755185034567
E0,2016-09-10,Arsenal,Southampton,1.57,4.2,6.5,2016/17,0.6369426751592356,0.23809523809523808,0.15384615384615385,0.61906165672691,0.2314111431098211,0.14952720016326904
E0,2016-09-10,Bournemouth,West Brom,2.05,3.25,4.33,2016/17,0.48780487804878053,0.3076923076923077,0.23094688221709006,0.47523766104385123,0.2997652938891984,0.2249970450669503
E0,2016-09-10,Burnley,Hull,2.45,3.1,3.4,2016/17,0.4081632653061224,0.3225806451612903,0.29411764705882354,0.3982618552805592,0.3147553372378613,0.28698280748157945
E0,2016-09-10,Liverpool,Leicester,1.7,4.0,5.5,2016/17,0.5882352941176471,0.25,0.18181818181818182,0.5766710353866318,0.24508519003931847,0.1782437745740498
E0,2016-09-10,Man United,Man City,2.38,3.25,3.4,2016/17,0.42016806722689076,0.3076923076923077,0.29411764705882354,0.4111321948134092,0.30107526881720426,0.28779253636938645
E0,2016-09-10,Middlesbrough,Crystal Palace,2.3,3.2,3.6,2016/17,0.4347826086956522,0.3125,0.2777777777777778,0.42415316642120765,0.304860088365243,0.2709867452135493
E0,2016-09-10,Stoke,Tottenham,4.6,3.75,1.85,2016/17,0.2173913043478261,0.26666666666666666,0.5405405405405405,0.212172184417769,0.2602645462191299,0.5275632693631012
E0,2016-09-10,West Ham,Watford,1.91,3.6,4.5,2016/17,0.5235602094240838,0.2777777777777778,0.2222222222222222,0.5115089514066496,0.2713839158851947,0.21710713270815574
E0,2016-09-11,Swansea,Chelsea,5.75,4.0,1.67,2016/17,0.17391304347826086,0.25,0.5988023952095809,0.1700502768408324,0.2444472729586966,0.5855024502004709
E0,2016-09-12,Sunderland,Everton,3.8,3.5,2.1,2016/17,0.2631578947368421,0.2857142857142857,0.47619047619047616,0.2567237163814181,0.2787286063569682,0.4645476772616137
E0,2016-09-16,Chelsea,Liverpool,2.25,3.5,3.4,2016/17,0.4444444444444444,0.2857142857142857,0.29411764705882354,0.43391066545123064,0.2789425706472197,0.2871467639015497
E0,2016-09-17,Everton,Middlesbrough,1.67,3.8,6.0,2016/17,0.5988023952095809,0.2631578947368421,0.16666666666666666,0.5821375682990348,0.25583414185773373,0.16202828984323137
E0,2016-09-17,Hull,Arsenal,6.0,4.2,1.6,2016/17,0.16666666666666666,0.23809523809523808,0.625,0.16184971098265896,0.23121387283236997,0.6069364161849712
E0,2016-09-17,Leicester,Burnley,1.5,4.33,8.0,2016/17,0.6666666666666666,0.23094688221709006,0.125,0.6519243436529595,0.22583984191211068,0.12223581443492991
E0,2016-09-17,Man City,Bournemouth,1.29,6.0,12.0,2016/17,0.7751937984496123,0.16666666666666666,0.08333333333333333,0.7561436672967865,0.1625708884688091,0.08128544423440455
E0,2016-09-17,West Brom,West Ham,2.8,3.2,2.8,2016/17,0.35714285714285715,0.3125,0.35714285714285715,0.34782608695652173,0.3043478260869565,0.34782608695652173
E0,2016-09-18,Crystal Palace,Stoke,2.0,3.5,4.2,2016/17,0.5,0.2857142857142857,0.23809523809523808,0.48837209302325585,0.27906976744186046,0.23255813953488372
E0,2016-09-18,Southampton,Swansea,1.7,3.8,5.75,2016/17,0.5882352941176471,0.2631578947368421,0.17391304347826086,0.5737166863594592,0.2566627281081791,0.16962058553236184
E0,2016-09-18,Tottenham,Sunderland,1.33,5.5,11.0,2016/17,0.7518796992481203,0.18181818181818182,0.09090909090909091,0.733822548365577,0.17745163442294865,0.08872581721147432
E0,2016-09-18,Watford,Man United,6.0,4.2,1.62,2016/17,0.16666666666666666,0.23809523809523808,0.6172839506172839,0.1630716134598792,0.23295944779982744,0.6039689387402933
E0,2016-09-24,Arsenal,Chelsea,2.4,3.5,3.1,2016/17,0.4166666666666667,0.2857142857142857,0.3225806451612903,0.40651929561633576,0.2787560884226302,0.3147246159610341
E0,2016-09-24,Bournemouth,Everton,3.6,3.5,2.15,2016/17,0.2777777777777778,0.2857142857142857,0.46511627906976744,0.27005203660506016,0.2777678090794904,0.4521801543154495
E0,2016-09-24,Liverpool,Hull,1.22,7.0,15.0,2016/17,0.819672131147541,0.14285714285714285,0.06666666666666667,0.7964199029126214,0.13880461165048544,0.06477548543689321
E0,2016-09-24,Man United,Leicester,1.73,3.9,5.25,2016/17,0.5780346820809249,0.25641025641025644,0.19047619047619047,0.5639796719414948,0.2501755980663554,0.1858447299921497
E0,2016-09-24,Middlesbrough,Tottenham,3.75,3.5,2.1,2016/17,0.26666666666666666,0.2857142857142857,0.47619047619047616,0.2592592592592593,0.2777777777777778,0.46296296296296297
E0,2016-09-24,Stoke,West Brom,2.38,3.3,3.3,2016/17,0.42016806722689076,0.30303030303030304,0.30303030303030304,0.40942928039702237,0.29528535980148884,0.29528535980148884
E0,2016-09-24,Sunderland,Crystal Palace,2.88,3.25,2.7,2016/17,0.3472222222222222,0.3076923076923077,0.37037037037037035,0.33865925668634944,0.3001042028482112,0.36123654046543935
E0,2016-09-24,Swansea,Man City,9.0,5.5,1.36,2016/17,0.1111111111111111,0.18181818181818182,0.7352941176470588,0.10806125397284022,0.17682750650101128,0.7151112395261485
E0,2016-09-25,West Ham,Southampton,2.8,3.3,2.75,2016/17,0.35714285714285715,0.30303030303030304,0.36363636363636365,0.3488372093023256,0.2959830866807611,0.35517970401691334
E0,2016-09-26,Burnley,Watford,2.9,3.2,2.7,2016/17,0.3448275862068966,0.3125,0.37037037037037035,0.33553398058252426,0.3040776699029126,0.36038834951456306
E0,2016-09-30,Everton,Crystal Palace,1.73,4.0,5.0,2016/17,0.5780346820809249,0.25,0.2,0.5622715771717739,0.2431824571267922,0.1945459657014338
E0,2016-10-01,Hull,Chelsea,7.5,4.5,1.5,2016/17,0.13333333333333333,0.2222222222222222,0.6666666666666666,0.13043478260869565,0.21739130434782608,0.6521739130434783
E0,2016-10-01,Sunderland,West Brom,2.5,3.25,3.2,2016/17,0.4,0.3076923076923077,0.3125,0.3920829406220546,0.3016022620169651,0.30631479736098016
E0,2016-10-01,Swansea,Liverpool,8.0,4.75,1.45,2016/17,0.125,0.21052631578947367,0.6896551724137931,0.12192963044921443,0.20535516707236112,0.6727152024784244
E0,2016-10-01,Watford,Bournemouth,2.38,3.3,3.3,2016/17,0.42016806722689076,0.30303030303030304,0.30303030303030304,0.40942928039702237,0.29528535980148884,0.29528535980148884
E0,2016-10-01,West Ham,Middlesbrough,2.25,3.4,3.5,2016/17,0.4444444444444444,0.29411764705882354,0.2857142857142857,0.43391066545123064,0.2871467639015497,0.2789425706472197
E0,2016-10-02,Burnley,Arsenal,9.0,5.0,1.4,2016/17,0.1111111111111111,0.2,0.7142857142857143,0.10835913312693499,0.195046439628483,0.6965944272445821
E0,2016-10-02,Leicester,Southampton,2.25,3.4,3.5,2016/17,0.4444444444444444,0.29411764705882354,0.2857142857142857,0.43391066545123064,0.2871467639015497,0.2789425706472197
E0,2016-10-02,Man United,Stoke,1.33,5.75,10.0,2016/17,0.7518796992481203,0.17391304347826086,0.1,0.7329742821632302,0.1695401383090602,0.09748557952770963
E0,2016-10-02,Tottenham,Man City,3.0,3.5,2.5,2016/17,0.3333333333333333,0.2857142857142857,0.4,0.32710280373831774,0.2803738317757009,0.39252336448598135
E0,2016-10-15,Arsenal,Swansea,1.29,6.5,11.0,2016/17,0.7751937984496123,0.15384615384615385,0.09090909090909091,0.7600318894499071,0.1508370980600585,0.08913101249003456
E0,2016-10-15,Bournemouth,Hull,1.85,3.5,5.0,2016/17,0.5405405405405405,0.2857142857142857,0.2,0.526711813393529,0.27840481565086533,0.19488337095560576
E0,2016-10-15,Chelsea,Leicester,1.57,4.5,6.0,2016/17,0.6369426751592356,0.2222222222222222,0.16666666666666666,0.6209037599172128,0.21662642290444978,0.16246981717833733
E0,2016-10-15,Crystal Palace,West Ham,2.15,3.5,3.6,2016/17,0.46511627906976744,0.2857142857142857,0.2777777777777778,0.4521801543154494,0.27776780907949034,0.2700520366050601
E0,2016-10-15,Man City,Everton,1.5,4.75,7.0,2016/17,0.6666666666666666,0.21052631578947367,0.14285714285714285,0.6535626535626535,0.20638820638820637,0.14004914004914004
E0,2016-10-15,Stoke,Sunderland,2.0,3.6,4.0,2016/17,0.5,0.2777777777777778,0.25,0.4864864864864865,0.2702702702702703,0.24324324324324326
E0,2016-10-15,West Brom,Tottenham,5.5,3.8,1.73,2016/17,0.18181818181818182,0.2631578947368421,0.5780346820809249,0.1777285138825056,0.2572386385141528,0.5650328476033415
E0,2016-10-16,Middlesbrough,Watford,2.25,3.3,3.6,2016/17,0.4444444444444444,0.30303030303030304,0.2777777777777778,0.43349753694581283,0.29556650246305427,0.27093596059113306
E0,2016-10-16,Southampton,Burnley,1.4,4.8,9.5,2016/17,0.7142857142857143,0.20833333333333334,0.10526315789473684,0.6949100883876866,0.20268210911307527,0.10240780249923802
E0,2016-10-17,Liverpool,Man United,2.2,3.5,3.5,2016/17,0.45454545454545453,0.2857142857142857,0.2857142857142857,0.4430379746835444,0.2784810126582279,0.2784810126582279
E0,2016-10-22,Arsenal,Middlesbrough,1.25,6.5,15.0,2016/17,0.8,0.15384615384615385,0.06666666666666667,0.7839195979899497,0.1507537688442211,0.06532663316582914
E0,2016-10-22,Bournemouth,Tottenham,4.2,3.6,1.95,2016/17,0.23809523809523808,0.2777777777777778,0.5128205128205129,0.2314540059347181,0.2700296735905045,0.49851632047477756
E0,2016-10-22,Burnley,Everton,6.0,3.8,1.67,2016/17,0.16666666666666666,0.2631578947368421,0.5988023952095809,0.16202828984323137,0.25583414185773373,0.5821375682990348
E0,2016-10-22,Hull,Stoke,3.1,3.3,2.5,2016/17,0.3225806451612903,0.30303030303030304,0.4,0.3145253526496378,0.2954632100648113,0.39001143728555093
E0,2016-10-22,Leicester,Crystal Palace,2.05,3.5,3.9,2016/17,0.48780487804878053,0.2857142857142857,0.25641025641025644,0.4736294240111034,0.27741151977793194,0.24895905621096462
E0,2016-10-22,Liverpool,West Brom,1.29,6.0,13.0,2016/17,0.7751937984496123,0.16666666666666666,0.07692307692307693,0.7609013754755634,0.16359379572724614,0.07550482879719053
E0,2016-10-22,Swansea,Watford,2.38,3.3,3.3,2016/17,0.42016806722689076,0.30303030303030304,0.30303030303030304,0.40942928039702237,0.29528535980148884,0.29528535980148884
E0,2016-10-22,West Ham,Sunderland,1.67,4.0,5.75,2016/17,0.5988023952095809,0.25,0.17391304347826086,0.5855024502004709,0.2444472729586966,0.1700502768408324
E0,2016-10-23,Chelsea,Man United,2.15,3.4,3.8,2016/17,0.46511627906976744,0.29411764705882354,0.2631578947368421,0.45492957746478874,0.2876760563380282,0.2573943661971831
E0,2016-10-23,Man City,Southampton,1.5,4.5,7.5,2016/17,0.6666666666666666,0.2222222222222222,0.13333333333333333,0.6521739130434783,0.21739130434782608,0.13043478260869565
E0,2016-10-29,Crystal Palace,Liverpool,5.25,4.0,1.7,2016/17,0.19047619047619047,0.25,0.5882352941176471,0.18515997277059223,0.24302246426140234,0.5718175629680056
E0,2016-10-29,Man United,Burnley,1.2,7.0,19.0,2016/17,0.8333333333333334,0.14285714285714285,0.05263157894736842,0.8099878197320342,0.13885505481120583,0.051157125456760044
E0,2016-10-29,Middlesbrough,Bournemouth,2.5,3.2,3.2,2016/17,0.4,0.3125,0.3125,0.39024390243902446,0.30487804878048785,0.30487804878048785
E0,2016-10-29,Sunderland,Arsenal,9.0,5.0,1.4,2016/17,0.1111111111111111,0.2,0.7142857142857143,0.10835913312693499,0.195046439628483,0.6965944272445821
E0,2016-10-29,Tottenham,Leicester,1.62,4.2,6.0,2016/17,0.6172839506172839,0.23809523809523808,0.16666666666666666,0.6039689387402933,0.23295944779982744,0.1630716134598792
E0,2016-10-29,Watford,Hull,1.75,3.75,5.25,2016/17,0.5714285714285714,0.26666666666666666,0.19047619047619047,0.5555555555555556,0.2592592592592593,0.1851851851851852
E0,2016-10-29,West Brom,Man City,8.0,4.75,1.44,2016/17,0.125,0.21052631578947367,0.6944444444444444,0.1213626685592619,0.20440028388928316,0.674237047551455
E0,2016-10-30,Everton,West Ham,1.8,3.8,4.75,2016/17,0.5555555555555556,0.2631578947368421,0.21052631578947367,0.5397727272727273,0.2556818181818182,0.20454545454545456
E0,2016-10-30,Southampton,Chelsea,3.2,3.4,2.4,2016/17,0.3125,0.29411764705882354,0.4166666666666667,0.3053892215568862,0.2874251497005988,0.40718562874251496
E0,2016-10-31,Stoke,Swansea,2.05,3.6,3.8,2016/17,0.48780487804878053,0.2777777777777778,0.2631578947368421,0.4741767764298094,0.27001733102253034,0.2558058925476603
E0,2016-11-05,Bournemouth,Sunderland,1.65,4.2,5.5,2016/17,0.6060606060606061,0.23809523809523808,0.18181818181818182,0.5907172995780591,0.2320675105485232,0.17721518987341772
E0,2016-11-05,Burnley,Crystal Palace,3.3,3.3,2.38,2016/17,0.30303030303030304,0.30303030303030304,0.42016806722689076,0.29528535980148884,0.29528535980148884,0.40942928039702237
E0,2016-11-05,Chelsea,Everton,1.53,4.33,7.0,2016/17,0.6535947712418301,0.23094688221709006,0.14285714285714285,0.6361646262244228,0.2247879626150963,0.13904741116048097
E0,2016-11-05,Man City,Middlesbrough,1.22,7.0,15.0,2016/17,0.819672131147541,0.14285714285714285,0.06666666666666667,0.7964199029126214,0.13880461165048544,0.06477548543689321
E0,2016-11-05,West Ham,Stoke,2.0,3.6,4.0,2016/17,0.5,0.2777777777777778,0.25,0.4864864864864865,0.2702702702702703,0.24324324324324326
E0,2016-11-06,Arsenal,Tottenham,1.95,3.6,4.2,2016/17,0.5128205128205129,0.2777777777777778,0.23809523809523808,0.49851632047477745,0.27002967359050445,0.23145400593471807
E0,2016-11-06,Hull,Southampton,5.75,3.8,1.7,2016/17,0.17391304347826086,0.2631578947368421,0.5882352941176471,0.16962058553236184,0.2566627281081791,0.5737166863594592
E0,2016-11-06,Leicester,West Brom,1.8,3.6,5.25,2016/17,0.5555555555555556,0.2777777777777778,0.19047619047619047,0.5426356589147288,0.2713178294573644,0.18604651162790697
E0,2016-11-06,Liverpool,Watford,1.29,6.0,12.0,2016/17,0.7751937984496123,0.16666666666666666,0.08333333333333333,0.7561436672967865,0.1625708884688091,0.08128544423440455
E0,2016-11-06,Swansea,Man United,5.0,4.0,1.73,2016/17,0.2,0.25,0.5780346820809249,0.1945459657014338,0.2431824571267922,0.5622715771717739
E0,2016-11-19,Crystal Palace,Man City,6.5,4.5,1.53,2016/17,0.15384615384615385,0.2222222222222222,0.6535947712418301,0.14941406250000003,0.2158203125,0.6347656250000001
E0,2016-11-19,Everton,Swansea,1.6,4.33,6.0,2016/17,0.625,0.23094688221709006,0.16666666666666666,0.6111790721746495,0.22583984191211068,0.16298108591323987
E0,2016-11-19,Man United,Arsenal,2.6,3.4,2.9,2016/17,0.3846153846153846,0.29411764705882354,0.3448275862068966,0.3757621951219512,0.28734756097560976,0.33689024390243905
E0,2016-11-19,Southampton,Liverpool,3.4,3.6,2.2,2016/17,0.29411764705882354,0.2777777777777778,0.45454545454545453,0.2865412445730825,0.2706222865412446,0.4428364688856729
E0,2016-11-19,Stoke,Bournemouth,2.3,3.4,3.4,2016/17,0.4347826086956522,0.29411764705882354,0.29411764705882354,0.425,0.2875,0.2875
E0,2016-11-19,Sunderland,Hull,2.15,3.4,3.8,2016/17,0.46511627906976744,0.29411764705882354,0.2631578947368421,0.45492957746478874,0.2876760563380282,0.2573943661971831
E0,2016-11-19,Tottenham,West Ham,1.5,4.5,7.5,2016/17,0.6666666666666666,0.2222222222222222,0.13333333333333333,0.6521739130434783,0.21739130434782608,0.13043478260869565
E0,2016-11-19,Watford,Leicester,2.8,3.3,2.75,2016/17,0.35714285714285715,0.30303030303030304,0.36363636363636365,0.3488372093023256,0.2959830866807611,0.35517970401691334
E0,2016-11-20,Middlesbrough,Chelsea,7.0,4.0,1.57,2016/17,0.14285714285714285,0.25,0.6369426751592356,0.1387232162580075,0.24276562845151314,0.6185111552904793
E0,2016-11-21,West Brom,Burnley,1.95,3.4,4.5,2016/17,0.5128205128205129,0.29411764705882354,0.2222222222222222,0.49829018075232057,0.28578407425500735,0.21592574499267222
E0,2016-11-26,Burnley,Man City,9.0,6.0,1.33,2016/17,0.1111111111111111,0.16666666666666666,0.7518796992481203,0.10791075050709938,0.16186612576064907,0.7302231237322514
E0,2016-11-26,Chelsea,Tottenham,1.75,3.8,5.25,2016/17,0.5714285714285714,0.2631578947368421,0.19047619047619047,0.5574572127139364,0.2567237163814181,0.1858190709046455
E0,2016-11-26,Hull,West Brom,3.1,3.2,2.6,2016/17,0.3225806451612903,0.3125,0.3846153846153846,0.3163498098859316,0.30646387832699623,0.37718631178707224
E0,2016-11-26,Leicester,Middlesbrough,1.91,3.6,4.5,2016/17,0.5235602094240838,0.2777777777777778,0.2222222222222222,0.5115089514066496,0.2713839158851947,0.21710713270815574
E0,2016-11-26,Liverpool,Sunderland,1.17,8.5,19.0,2016/17,0.8547008547008548,0.11764705882352941,0.05263157894736842,0.8338711759390732,0.11477991480573124,0.05134890925519556
E0,2016-11-26,Swansea,Crystal Palace,2.63,3.4,2.88,2016/17,0.3802281368821293,0.29411764705882354,0.3472222222222222,0.3722005139043043,0.2879080445789177,0.33989144151677786
E0,2016-11-27,Arsenal,Bournemouth,1.4,5.0,9.0,2016/17,0.7142857142857143,0.2,0.1111111111111111,0.696594427244582,0.19504643962848295,0.10835913312693496
E0,2016-11-27,Man United,West Ham,1.45,4.75,8.0,2016/17,0.6896551724137931,0.21052631578947367,0.125,0.6727152024784244,0.20535516707236112,0.12192963044921443
E0,2016-11-27,Southampton,Everton,2.2,3.4,3.6,2016/17,0.45454545454545453,0.29411764705882354,0.2777777777777778,0.4428364688856729,0.2865412445730825,0.2706222865412446
E0,2016-11-27,Watford,Stoke,2.4,3.3,3.3,2016/17,0.4166666666666667,0.30303030303030304,0.30303030303030304,0.40740740740740744,0.29629629629629634,0.29629629629629634
E0,2016-12-03,Crystal Palace,Southampton,3.5,3.3,2.3,2016/17,0.2857142857142857,0.30303030303030304,0.4347826086956522,0.2791467451268848,0.2960647296800294,0.42478852519308563
E0,2016-12-03,Man City,Chelsea,2.15,3.6,3.6,2016/17,0.46511627906976744,0.2777777777777778,0.2777777777777778,0.4556962025316455,0.27215189873417717,0.27215189873417717
E0,2016-12-03,Stoke,Burnley,1.62,4.0,6.5,2016/17,0.6172839506172839,0.25,0.15384615384615385,0.6045105789351314,0.24482678446872821,0.15066263659614043
E0,2016-12-03,Sunderland,Leicester,3.4,3.4,2.3,2016/17,0.29411764705882354,0.29411764705882354,0.4347826086956522,0.2875,0.2875,0.425
E0,2016-12-03,Tottenham,Swansea,1.36,5.5,9.0,2016/17,0.7352941176470588,0.18181818181818182,0.1111111111111111,0.7151112395261485,0.17682750650101128,0.10806125397284022
E0,2016-12-03,West Brom,Watford,2.2,3.3,3.75,2016/17,0.45454545454545453,0.30303030303030304,0.26666666666666666,0.4437869822485207,0.2958579881656805,0.2603550295857988
E0,2016-12-03,West Ham,Arsenal,4.75,4.2,1.75,2016/17,0.21052631578947367,0.23809523809523808,0.5714285714285714,0.20638820638820637,0.2334152334152334,0.5601965601965602
E0,2016-12-04,Bournemouth,Liverpool,5.0,4.0,1.75,2016/17,0.2,0.25,0.5714285714285714,0.19580419580419584,0.24475524475524477,0.5594405594405595
E0,2016-12-04,Everton,Man United,3.6,3.5,2.15,2016/17,0.2777777777777778,0.2857142857142857,0.46511627906976744,0.27005203660506016,0.2777678090794904,0.4521801543154495
E0,2016-12-05,Middlesbrough,Hull,1.83,3.5,5.25,2016/17,0.5464480874316939,0.2857142857142857,0.19047619047619047,0.5343511450381679,0.2793893129770993,0.18625954198473285
E0,2016-12-10,Arsenal,Stoke,1.35,5.5,9.5,2016/17,0.7407407407407407,0.18181818181818182,0.10526315789473684,0.7206896551724138,0.17689655172413796,0.10241379310344828
E0,2016-12-10,Burnley,Bournemouth,3.5,3.5,2.2,2016/17,0.2857142857142857,0.2857142857142857,0.45454545454545453,0.27848101265822783,0.27848101265822783,0.4430379746835443
E0,2016-12-10,Hull,Crystal Palace,3.5,3.3,2.3,2016/17,0.2857142857142857,0.30303030303030304,0.4347826086956522,0.2791467451268848,0.2960647296800294,0.42478852519308563
E0,2016-12-10,Leicester,Man City,5.25,4.0,1.7,2016/17,0.19047619047619047,0.25,0.5882352941176471,0.18515997277059223,0.24302246426140234,0.5718175629680056
E0,2016-12-10,Swansea,Sunderland,2.15,3.5,3.6,2016/17,0.46511627906976744,0.2857142857142857,0.2777777777777778,0.4521801543154494,0.27776780907949034,0.2700520366050601
E0,2016-12-10,Watford,Everton,3.1,3.4,2.45,2016/17,0.3225806451612903,0.29411764705882354,0.4081632653061224,0.3147553372378613,0.28698280748157945,0.3982618552805592
E0,2016-12-11,Chelsea,West Brom,1.25,6.25,15.0,2016/17,0.8,0.16,0.06666666666666667,0.7792207792207791,0.1558441558441558,0.06493506493506493
E0,2016-12-11,Liverpool,West Ham,1.3,6.0,11.0,2016/17,0.7692307692307692,0.16666666666666666,0.09090909090909091,0.7491486946651532,0.1623155505107832,0.08853575482406358
E0,2016-12-11,Man United,Tottenham,2.2,3.4,3.6,2016/17,0.45454545454545453,0.29411764705882354,0.2777777777777778,0.4428364688856729,0.2865412445730825,0.2706222865412446
E0,2016-12-11,Southampton,Middlesbrough,1.7,3.7,6.0,2016/17,0.5882352941176471,0.27027027027027023,0.16666666666666666,0.57379167743603,0.2636340139570948,0.16257430860687513
E0,2016-12-13,Bournemouth,Leicester,2.4,3.4,3.2,2016/17,0.4166666666666667,0.29411764705882354,0.3125,0.40718562874251496,0.2874251497005988,0.3053892215568862
E0,2016-12-13,Everton,Arsenal,4.2,3.75,1.91,2016/17,0.23809523809523808,0.26666666666666666,0.5235602094240838,0.2315376036464142,0.2593221160839839,0.509140280269602
E0,2016-12-14,Crystal Palace,Man United,5.25,4.0,1.7,2016/17,0.19047619047619047,0.25,0.5882352941176471,0.18515997277059223,0.24302246426140234,0.5718175629680056
E0,2016-12-14,Man City,Watford,1.29,6.5,11.0,2016/17,0.7751937984496123,0.15384615384615385,0.09090909090909091,0.7600318894499071,0.1508370980600585,0.08913101249003456
